,mol_id,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
107640,gdb_107641,2.60603,1.51331,1.1437700000000002,2.4986,73.88,-0.2432,0.0689,0.3121,1116.9351,0.172928,-440.27028600000006,-440.261867,-440.26092300000005,-440.30315,33.04,-1865.980842688,-1878.4726643510999,-1889.734568374,-1730.09878881
107680,gdb_107681,3.0908599999999997,1.3282399999999999,1.0998299999999999,1.8821,71.15,-0.2357,0.0708,0.3065,1136.8299,0.1594,-460.127491,-460.119121,-460.11817699999995,-460.16058499999997,32.062,-1788.6466335281,-1800.2806503881,-1810.9495584060999,-1659.646470853
107720,gdb_107721,3.27101,1.3139399999999999,1.1270799999999999,2.1757,78.67,-0.2448,0.0841,0.3289,1153.5493,0.171217,-403.099337,-403.090957,-403.090012,-403.132063,32.843,-1895.38465941,-1907.9015814330999,-1919.162857947,-1759.6720329620998
107760,gdb_107761,3.4812199999999995,1.4045100000000001,1.37179,1.0903,80.37,-0.2422,0.0875,0.3297,1052.2694,0.185063,-387.09272400000003,-387.085198,-387.084254,-387.124557,30.962,-2039.8391137370002,-2053.7811086991,-2065.636008727,-1897.1887477851
107800,gdb_107801,2.49954,1.67105,1.29967,2.0193,77.72,-0.2234,0.0719,0.2953,1062.6964,0.170269,-403.06878,-403.06022,-403.059275,-403.102081,32.628,-1876.2098668970002,-1888.6138373,-1899.8751138139999,-1740.8580581241001
107840,gdb_107841,3.3585599999999998,1.41651,1.33328,1.3519999999999999,81.8,-0.2372,0.0876,0.3249,1079.1586,0.183857,-387.059142,-387.051487,-387.050543,-387.091146,31.276,-2018.7661064991,-2032.6271528001,-2044.482052828,-1876.2230445860998
107880,gdb_107881,3.3085,1.26617,1.08696,1.16,83.26,-0.2121,0.0687,0.2808,1217.47,0.182145,-383.15560800000003,-383.147003,-383.146059,-383.18874,33.413000000000004,-1918.424279854,-1931.688565096,-1943.543465124,-1776.228857927
107920,gdb_107921,3.84122,1.13031,1.09008,1.5593,82.15,-0.2229,0.0839,0.3068,1247.3929,0.181722,-387.034682,-387.026044,-387.0251,-387.067808,33.578,-2003.4172363589998,-2016.6614413129998,-2028.516341341,-1861.5782395439999
107960,gdb_107961,2.8293,1.36494,1.31149,1.3217,71.7,-0.2357,0.0533,0.289,1069.5506,0.146378,-438.970216,-438.961893,-438.960949,-439.00307599999996,31.834,-1678.0268369720002,-1688.801794011,-1698.877706024,-1555.51323483
108000,gdb_108001,3.5133,1.46069,1.31378,0.1558,84.71,-0.2344,0.0902,0.3246,1066.8736,0.183751,-349.88811200000004,-349.880633,-349.879689,-349.919854,30.951999999999998,-2048.119094992,-2062.0912103860996,-2073.946110414,-1905.667649393
108040,gdb_108041,3.7976099999999997,1.39615,1.21699,1.1494,72.45,-0.2259,-0.0013,0.2246,1031.5814,0.1364,-421.772012,-421.764683,-421.763739,-421.80388700000003,29.188000000000002,-1702.5988343941,-1713.109610144,-1722.5925261520001,-1586.460723692
108080,gdb_108081,2.5339,1.43592,1.18587,2.358,75.05,-0.2262,0.0631,0.2893,1122.5663,0.158301,-422.95381100000003,-422.94517,-422.94422599999996,-422.98724500000003,32.569,-1816.3367231710001,-1827.8013126010999,-1838.470220619,-1687.805937228
108120,gdb_108121,3.0476400000000003,1.5202200000000001,1.38063,0.3413,73.76,-0.2405,0.0706,0.3111,1027.2265,0.159995,-422.981844,-422.974409,-422.973464,-423.01377199999996,29.75,-1833.9276829681,-1846.149048252,-1856.817328761,-1704.4518684710001
108160,gdb_108161,3.2596700000000003,1.4898,1.27197,1.0026,78.33,-0.2134,-0.0413,0.1722,1024.1684,0.147899,-401.81778399999996,-401.810183,-401.809239,-401.849867,30.145,-1719.0502378470999,-1730.2788838930999,-1740.3547959060002,-1596.3050848841
108200,gdb_108201,3.09376,1.39083,1.28694,1.3481,77.23,-0.2389,0.0821,0.3211,1100.2535,0.184054,-424.23600899999997,-424.227957,-424.227013,-424.268427,32.02,-1993.0758880391,-2006.687185758,-2018.5420857860001,-1850.53659118
108240,gdb_108241,2.27595,1.5544,1.19031,2.6321,72.32,-0.2196,0.0558,0.2754,1124.1097,0.15632100000000002,-460.097601,-460.08803099999994,-460.087087,-460.13179699999995,34.977,-1769.8903895181,-1780.7713955779998,-1791.4403035960001,-1641.581741761
108280,gdb_108281,2.73337,1.41632,1.09045,5.1699,71.61,-0.2374,0.0033,0.2407,1144.8002,0.147597,-439.08270999999996,-439.07435499999997,-439.073411,-439.115864,31.305999999999997,-1748.6178344181,-1759.3727111691,-1769.4486231821,-1626.2887199220002
108320,gdb_108321,2.87934,1.26032,1.04001,0.8998,85.72,-0.2358,0.0821,0.3179,1277.0567,0.205073,-388.261093,-388.25167999999996,-388.25073599999996,-388.29514900000004,36.043,-2145.1495566441,-2159.6845476111,-2172.725439649,-1990.523181427
108360,gdb_108361,2.66414,1.6494799999999998,1.3019399999999999,1.4183,70.14,-0.2323,0.0444,0.2768,1015.2446,0.147776,-438.992154,-438.98439,-438.983446,-439.02435599999995,30.391,-1691.7931294141001,-1702.9188639841,-1712.994775997,-1568.8666263501002
108400,gdb_108401,2.37186,1.38388,1.08748,4.2645,69.47,-0.2617,0.0193,0.281,1129.9659,0.12378099999999999,-437.84119000000004,-437.83278600000006,-437.831841,-437.874724,30.506999999999998,-1597.4044806521,-1606.351503974,-1615.2407964679999,-1488.6847813481
108440,gdb_108441,2.2452,1.7269900000000002,1.21126,1.6874,76.52,-0.2253,0.0255,0.2508,1090.9779,0.160101,-419.179375,-419.170843,-419.16989900000004,-419.212605,32.148,-1797.0050534079999,-1808.53741381,-1819.2063218279998,-1667.986065463
108480,gdb_108481,2.01372,1.64642,1.23319,0.9794,85.05,-0.2344,0.0784,0.3128,1176.5399,0.204923,-388.261249,-388.25174599999997,-388.250802,-388.295723,36.08,-2145.2474480481,-2159.7259632051,-2172.766855243,-1990.8833715929998
108520,gdb_108521,2.5415,1.5102,1.1576,2.4645,77.09,-0.2454,0.0672,0.3126,1135.3689,0.184232,-424.22227699999996,-424.213924,-424.212979,-424.25545,32.458,-1984.4589344510998,-1997.8813519610999,-2009.73562448,-1842.3934068871
108560,gdb_108561,3.16687,1.3674600000000001,1.19156,1.6785,81.04,-0.2525,0.0805,0.33299999999999996,1120.4694,0.184916,-387.069934,-387.062102,-387.06115800000003,-387.102078,31.73,-2025.538183627,-2039.288160835,-2051.143060863,-1883.0829729741001
108600,gdb_108601,2.8214900000000003,1.28808,0.90199,5.4588,76.59,-0.2365,-0.0136,0.2228,1253.5101,0.14668399999999998,-439.135349,-439.12552900000003,-439.12458499999997,-439.171727,33.929,-1781.6492806691,-1791.484856735,-1801.5607687481,-1661.343255189
108640,gdb_108641,2.65185,1.37395,0.9826,1.7787,82.57,-0.2135,0.0239,0.2374,1232.8367,0.17102,-403.12872799999997,-403.119683,-403.118739,-403.16272000000004,33.931,-1913.8277764291001,-1925.927404967,-1937.18930899,-1778.909576375
108680,gdb_108681,1.7449,1.63028,0.90945,4.5654,88.9,-0.2476,-0.0321,0.2155,1322.3857,0.171915,-366.063643,-366.05441,-366.053466,-366.098232,33.61,-2009.6622059270999,-2021.6444902821,-2032.906394305,-1875.3746524181
108720,gdb_108721,3.61847,1.05192,0.82836,5.9804,82.76,-0.2069,0.0045,0.2114,1393.5357,0.159439,-419.258782,-419.249125,-419.248181,-419.293677,34.152,-1846.833660571,-1857.660073348,-1868.328981366,-1718.8594751110002
108760,gdb_108761,2.50692,1.31679,0.9125200000000001,5.6821,83.83,-0.2053,0.0055,0.2108,1297.609,0.159505,-419.24113900000003,-419.231856,-419.230911,-419.275123,34.226,-1835.7625192839998,-1846.8236204270002,-1857.491900936,-1707.216673125
108800,gdb_108801,3.1785200000000002,1.01559,0.82462,2.7663,86.06,-0.2367,-0.013999999999999999,0.2227,1461.2212,0.181228,-387.138297,-387.12864,-387.127696,-387.173385,35.455,-2068.4365813941,-2081.0413546771,-2092.896254705,-1927.8287572370998
108840,gdb_108841,2.9948599999999996,1.2039799999999998,0.96762,2.7234,72.99,-0.2357,0.0041,0.2398,1225.2368,0.148662,-439.05215999999996,-439.04389100000003,-439.042946,-439.08516799999995,31.769000000000002,-1729.4474344681,-1740.2562769929998,-1750.3315614970002,-1607.0267036579999
108880,gdb_108881,3.46105,0.89094,0.80619,4.6414,86.5,-0.2524,0.006,0.2584,1491.7572,0.171734,-366.053597,-366.044432,-366.043487,-366.08822000000004,33.575,-2003.3582505131,-2015.3832054801,-2026.644481994,-1869.0920323101002
108920,gdb_108921,3.2596,1.0917299999999999,0.9197799999999999,1.9013,81.23,-0.2255,0.0173,0.2428,1326.6759,0.171076,-403.132542,-403.12372,-403.122776,-403.16587999999996,33.964,-1916.221095755,-1928.4606588001002,-1939.7225628229999,-1780.8925048151002
108960,gdb_108961,3.35264,1.214,1.1624299999999999,2.7041,68.39,-0.2232,0.0135,0.2367,1111.7847,0.13633399999999998,-455.126405,-455.117879,-455.11693499999996,-455.159796,31.614,-1627.432668829,-1637.191061288,-1646.673977296,-1511.629647933
109000,gdb_109001,3.59419,1.0705799999999999,1.02124,2.2117,81.12,-0.2182,0.0098,0.2279,1273.2059,0.17238499999999998,-403.107529,-403.099296,-403.098352,-403.140485,32.419000000000004,-1900.5252131379998,-1913.134378984,-1924.3962830070002,-1764.9569137601002
109040,gdb_109041,3.03451,1.28021,1.04155,2.2179,80.66,-0.2307,0.0083,0.239,1216.1244,0.17211700000000002,-403.13245,-403.12387,-403.12292599999995,-403.165826,33.11,-1916.1633649270002,-1928.5547851501,-1939.816689173,-1780.858619329
109080,gdb_109081,4.00826,1.00496,0.91814,0.2881,92.2,-0.2241,0.0315,0.2555,1402.6619,0.207523,-351.16975,-351.16105,-351.160106,-351.203373,33.929,-2224.5068548201,-2239.4898872131,-2252.5307792510002,-2069.8647918781
109120,gdb_109121,3.19465,1.32857,0.95519,1.6395,76.4,-0.2157,0.0174,0.2331,1218.9660000000001,0.14822000000000002,-435.298251,-435.28893099999993,-435.287987,-435.33334,32.427,-1722.996641948,-1733.145345005,-1743.221257018,-1601.5215672010997
109160,gdb_109161,3.25717,1.13266,0.8689899999999999,2.6801,71.92,-0.2453,-0.0493,0.196,1285.2325,0.13514500000000002,-458.989088,-458.98015599999997,-458.979212,-459.02322699999996,32.297,-1702.1401253151,-1711.6443766291,-1721.1272926371,-1587.1666713170998
109200,gdb_109201,3.55235,0.8528,0.73974,3.0738,86.54,-0.2383,-0.0176,0.2207,1574.854,0.181881,-387.123834,-387.114353,-387.113408,-387.159216,34.422,-2059.3609187271,-2072.0761335941,-2083.9304061129997,-1918.9375822160998
109240,gdb_109241,2.4796099999999996,1.41239,1.07532,0.2497,91.65,-0.2153,0.027999999999999997,0.2433,1251.5535,0.206035,-351.168615,-351.159375,-351.158431,-351.202262,36.067,-2223.794632105,-2238.4388096381,-2251.479701676,-2069.1676293791
109280,gdb_109281,2.60564,1.22838,0.92984,3.217,83.18,-0.2461,0.0083,0.2545,1316.7821,0.171512,-403.17556099999996,-403.16652799999997,-403.165583,-403.210083,33.349000000000004,-1943.2159054260999,-1955.3230640721,-1966.584340586,-1808.6302851420999
109320,gdb_109321,1.8801900000000002,1.61802,0.9898899999999999,4.6864,82.12,-0.2348,0.0049,0.2396,1243.4456,0.16005999999999998,-382.088547,-382.079408,-382.078463,-382.123158,33.124,-1876.685518719,-1887.8376086670999,-1898.505889176,-1748.7891443751
109360,gdb_109361,2.7967400000000002,1.30921,0.96831,2.9616,79.42,-0.2342,-0.0537,0.1804,1245.9136,0.15916,-423.056029,-423.04722999999996,-423.046286,-423.089837,32.461,-1880.4794381331,-1891.8448811411,-1902.5137891591,-1752.183340556
109400,gdb_109401,3.3227599999999997,1.17921,0.91074,3.0542,70.57,-0.2569,0.0055,0.2624,1254.3858,0.14857599999999999,-476.222176,-476.213792,-476.21284800000006,-476.255567,31.003,-1699.458151849,-1710.19420333,-1720.2701153429998,-1577.021733314
109440,gdb_109441,2.1556,1.44773,1.07776,2.9532,76.7,-0.2288,0.0263,0.255,1220.6364,0.168303,-440.30364299999997,-440.293525,-440.292581,-440.338551,36.673,-1886.9126604010999,-1898.3383442729998,-1909.600248296,-1752.313234919
109480,gdb_109481,2.09567,1.79512,1.05139,3.2073,75.02,-0.2399,0.0063,0.2462,1145.0557,0.149476,-435.339329,-435.33052000000004,-435.329575,-435.373343,32.114000000000004,-1748.77345665,-1759.242816806,-1769.31810131,-1626.623809728
109520,gdb_109521,1.9313200000000001,1.40994,1.0998700000000001,6.0724,77.45,-0.305,-0.0089,0.29600000000000004,1193.6726,0.135573,-380.891546,-380.882359,-380.881415,-380.926019,32.624,-1753.408238124,-1762.7531021521,-1772.23601816,-1638.7962293101
109560,gdb_109561,1.77558,1.5730899999999999,1.18149,3.8815,76.73,-0.2429,-0.0265,0.2163,1192.2419,0.168646,-440.27848,-440.26863399999996,-440.26768899999996,-440.31338700000003,35.641,-1871.1226514339999,-1882.7190177541,-1893.9802942679999,-1736.5225984429999
109600,gdb_109601,1.9287299999999998,1.2999100000000001,0.98845,3.3875,77.33,-0.272,0.0213,0.2933,1284.2056,0.15828499999999998,-419.197625,-419.1874,-419.186456,-419.232833,36.8,-1808.4570926581,-1818.9270803231,-1829.5959883410999,-1680.6793175151001
109640,gdb_109641,2.3104299999999998,1.33895,1.09188,1.6782,72.23,-0.2256,0.022000000000000002,0.2476,1171.8132,0.132113,-458.883452,-458.87378499999994,-458.872841,-458.91757800000005,35.667,-1635.8525845911,-1644.89561679,-1654.3785327981,-1520.870972976
109680,gdb_109681,2.7606900000000003,0.95634,0.89866,1.8921,82.79,-0.2409,0.0712,0.3121,1464.217,0.203001,-425.409348,-425.398162,-425.39721799999995,-425.445612,40.602,-2101.5050506761,-2114.9268406771,-2127.9677327151003,-1948.008191659
109720,gdb_109721,2.54853,0.95444,0.88471,3.0646,81.27,-0.24,0.0374,0.2774,1440.3458,0.157162,-422.979992,-422.96970999999996,-422.968766,-423.01637,36.323,-1832.7655363001002,-1843.2003834610998,-1853.8692914791,-1706.0821368530999
109760,gdb_109761,2.49695,1.09412,0.91753,2.434,81.98,-0.2476,0.0579,0.3055,1402.2565,0.204488,-425.40870199999995,-425.398275,-425.39733099999995,-425.444009,39.159,-2101.0996798621,-2114.9977491941,-2128.0386412321,-1947.0022947321
109800,gdb_109801,2.18079,1.42828,1.03965,2.8063,76.74,-0.2274,0.0685,0.2959,1227.6268,0.168966,-440.204992,-440.195383,-440.194439,-440.23991500000005,34.846,-1825.0082700420999,-1836.753355995,-1848.015260018,-1690.418257195
109840,gdb_109841,2.36458,1.0803,0.89774,3.2301,72.92,-0.2576,-0.0071,0.2505,1367.8308,0.156604,-460.161419,-460.15143099999995,-460.15048600000006,-460.19729,35.049,-1809.9367588801001,-1820.555466178,-1831.2237466871,-1682.679188698
109880,gdb_109881,2.39601,1.55421,1.1104,2.4224,71.78,-0.2351,0.0771,0.3122,1147.5116,0.156867,-460.11429000000004,-460.105038,-460.104093,-460.148049,34.245,-1780.3628872191,-1791.443441141,-1802.11172165,-1651.7800180291001
109920,gdb_109921,2.30309,1.26896,1.01955,3.1445,81.31,-0.2449,0.0606,0.3055,1296.4991,0.204341,-425.41671399999996,-425.406516,-425.405571,-425.45102699999995,39.251,-2106.1272819701003,-2120.1690508631,-2133.2093153921,-1951.4061528941
109960,gdb_109961,1.84781,1.53291,0.9279700000000001,2.6910000000000003,78.49,-0.2527,0.0229,0.2756,1313.7789,0.169924,-440.283463,-440.273608,-440.27266399999996,-440.318654,35.175,-1874.249528781,-1885.84024752,-1897.102151543,-1739.827688346
110000,gdb_110001,1.95206,1.50721,1.07651,2.4859,79.37,-0.2457,-0.0255,0.2202,1230.9262,0.180214,-424.216122,-424.20613499999996,-424.205191,-424.251554,35.748000000000005,-1980.5966165561,-1992.9936843601001,-2004.8485843879998,-1839.948631823
110040,gdb_110041,2.30384,1.52989,1.07677,1.2619,71.74,-0.2301,-0.0317,0.1984,1167.1236,0.157363,-460.16909000000004,-460.15978499999994,-460.15884000000005,-460.20336,33.649,-1814.7503804191,-1825.797676364,-1836.4659568729999,-1686.4881683279998
110080,gdb_110081,2.02778,1.3461100000000001,1.01471,3.9775,76.79,-0.2419,-0.0232,0.2187,1232.4508,0.132378,-421.770375,-421.76081600000003,-421.759872,-421.805141,33.992,-1701.5716021611,-1710.6830328411,-1720.165948849,-1587.2476199779999
110120,gdb_110121,2.17749,1.3221399999999999,1.02655,2.5637,78.45,-0.2377,0.0379,0.2756,1244.9999,0.156603,-422.95751399999995,-422.947527,-422.94658300000003,-422.99253899999997,36.185,-1818.6603889981,-1829.280351314,-1839.949259332,-1691.127969874
110160,gdb_110161,2.63613,1.1985,0.90265,2.6718,77.66,-0.2365,0.0064,0.2429,1294.2172,0.13467,-417.949952,-417.940837,-417.939892,-417.984196,33.104,-1653.382676015,-1662.7720931820002,-1672.254381681,-1538.370943968
110200,gdb_110201,2.27905,1.47541,1.06797,3.0869999999999997,79.09,-0.2508,0.0687,0.3194,1201.2674,0.18178699999999998,-424.177699,-424.168453,-424.167509,-424.211271,35.946999999999996,-1956.4858382491,-1969.3478902220002,-1981.20279025,-1814.6706867760001
110240,gdb_110241,2.10102,1.69451,1.1167,3.7194,73.3,-0.2433,0.0094,0.2527,1136.7896,0.1462,-439.07103099999995,-439.062104,-439.06116,-439.10472300000004,32.861999999999995,-1741.2891568071,-1751.68509841,-1761.7610104229998,-1619.297642153
110280,gdb_110281,2.25078,1.50184,1.21478,2.3032,76.76,-0.2235,-0.0167,0.2068,1132.6338,0.157692,-423.004352,-422.99526799999995,-422.994324,-423.038291,33.26,-1848.0516555401,-1859.2382584831,-1869.9071665010001,-1719.837761642
110320,gdb_110321,2.0022,1.4863899999999999,1.03314,1.5334,76.11,-0.2016,0.0659,0.2675,1225.4514,0.16918699999999998,-440.214143,-440.20451900000006,-440.203575,-440.24852000000004,35.768,-1830.750604901,-1842.486278219,-1853.7481822420002,-1695.81797214
110360,gdb_110361,3.12435,1.08028,0.9608,2.4907,71.6,-0.2446,0.0605,0.305,1268.7953,0.15861,-460.10956600000003,-460.10052300000007,-460.099579,-460.143597,34.137,-1777.3985347029998,-1788.6102380061,-1799.2791460241,-1648.9863479611
110400,gdb_110401,5.52148,0.9351799999999999,0.9236,3.4653,80.34,-0.2394,0.0088,0.2482,1325.8526,0.159199,-385.838548,-385.830596,-385.829652,-385.871332,30.593000000000004,-1880.6840060671,-1892.5815767070999,-1903.250484725,-1752.0013629460998
110440,gdb_110441,2.64105,1.36933,1.0808799999999998,1.8672,77.59,-0.2414,0.0614,0.3029,1177.4166,0.171513,-403.07841,-403.069839,-403.068895,-403.11201600000004,32.426,-1882.2527785671,-1894.6498463710998,-1905.911750394,-1747.0923600391
110480,gdb_110481,4.63339,1.24728,1.19659,3.1093,73.79,-0.2251,0.0704,0.2955,1064.2329,0.149118,-401.845495,-401.83845299999996,-401.837509,-401.877045,28.199,-1736.4391397461,-1748.0185633231,-1758.094475336,-1613.359524486
110520,gdb_110521,2.9365900000000003,1.27921,1.12416,2.3726,78.82,-0.2309,0.0729,0.3038,1174.4193,0.17097,-403.078949,-403.070416,-403.069471,-403.111999,32.738,-1882.5910059180999,-1895.0119190641,-1906.2731955779998,-1747.0816923860998
110560,gdb_110561,3.67961,1.09714,0.99635,1.8826,82.58,-0.225,0.0817,0.3067,1299.3137,0.181062,-387.009911,-387.00122400000004,-387.00028,-387.043174,33.687,-1987.87321092,-2001.086667933,-2012.9415679610001,-1846.1201828381
110600,gdb_110601,3.64275,1.02732,1.01377,1.8335,79.28,-0.2164,0.0685,0.2849,1283.9834,0.169993,-403.045801,-403.03702200000004,-403.036078,-403.079198,33.944,-1861.790337586,-1874.056883518,-1885.3187875410001,-1726.4987696771
110640,gdb_110641,2.4051299999999998,1.5130700000000001,1.14172,1.6336,79.66,-0.2142,0.0519,0.2662,1169.016,0.16835799999999998,-403.04956400000003,-403.04066800000004,-403.03972400000004,-403.083106,34.101,-1864.1516539529998,-1876.3447813320001,-1887.606685355,-1728.951074849
110680,gdb_110681,4.45444,1.03829,0.998,0.0743,89.87,-0.2819,0.0974,0.3793,1329.9647,0.208235,-351.128623,-351.120577,-351.119633,-351.161267,32.416,-2198.699292177,-2214.0927154561,-2227.133607494,-2043.4428979241
110720,gdb_110721,2.3226400000000003,1.42126,1.13252,1.7493,83.11,-0.2288,0.0149,0.2437,1187.9217,0.182863,-387.08614700000004,-387.077252,-387.076308,-387.11951899999997,34.503,-2035.711987044,-2048.7949221851,-2060.649822213,-1894.0273574431
110760,gdb_110761,2.53571,1.45173,1.18779,4.428,62.02,-0.2619,-0.0051,0.2568,1070.7883,0.10993900000000001,-494.86391399999997,-494.855351,-494.85440700000004,-494.897435,30.638,-1487.2590809001001,-1495.2171500379998,-1503.514074036,-1385.01276444
110800,gdb_110801,2.2705900000000003,1.35014,1.03388,0.7473,88.17,-0.2499,0.0484,0.2982,1262.6604,0.18193199999999998,-349.893645,-349.884541,-349.883597,-349.92746,35.138000000000005,-2051.591102289,-2064.5435155581,-2076.3984155860003,-1910.4404828471
110840,gdb_110841,2.61659,1.4574200000000002,1.21392,1.4912,71.37,-0.2415,0.0132,0.2547,1092.3341,0.14788900000000002,-439.08183499999996,-439.073365,-439.072421,-439.115658,31.426,-1748.0687640431,-1758.7514772591,-1768.8273892720001,-1626.159453068
110880,gdb_110881,2.33926,1.3938700000000002,1.1841899999999999,2.1326,81.74,-0.2144,0.0699,0.2843,1189.3409,0.1951,-404.327835,-404.31883500000004,-404.31789100000003,-404.36155099999996,34.749,-2038.426590978,-2052.331562909,-2064.779458942,-1889.9642366681
110920,gdb_110921,2.07342,1.81411,1.1709100000000001,4.2156,75.37,-0.2427,-0.0378,0.2049,1086.2889,0.159459,-422.99703200000005,-422.988722,-422.98777800000005,-423.029875,31.829,-1843.4582896601,-1855.1305845691,-1865.799492587,-1714.556645898
110960,gdb_110961,2.91292,1.28835,1.07744,3.0589999999999997,70.28,-0.2498,-0.0142,0.2356,1163.5649,0.132494,-458.892226,-458.883216,-458.882272,-458.92616,32.32,-1641.3583485570998,-1650.8136541689998,-1660.2965701770001,-1526.256255214
111000,gdb_111001,2.37371,1.3791,1.08589,0.1435,92.42,-0.2732,0.0854,0.3585,1285.8559,0.230461,-352.36198199999995,-352.352866,-352.351922,-352.395321,36.578,-2344.7915449941,-2361.2906391311,-2375.517523179,-2176.6003077241
111040,gdb_111041,1.9444700000000001,1.60159,1.0715,1.7809,80.28,-0.2257,-0.0369,0.1888,1203.5325,0.17036600000000002,-403.07549500000005,-403.066593,-403.065649,-403.110035,32.84,-1880.423589832,-1892.6129521571,-1903.87485618,-1745.84926471
111080,gdb_111081,3.21007,1.2320200000000001,1.0862399999999999,2.4074,76.22,-0.2329,-0.0084,0.2245,1173.8094,0.159782,-423.021443,-423.01341799999994,-423.012474,-423.05416799999995,30.879,-1858.7764118589998,-1870.6275468331,-1881.2964548510001,-1729.8007220351
111120,gdb_111121,3.4910300000000003,1.33019,1.2264700000000002,1.393,74.17,-0.2434,0.0882,0.3316,1086.0672,0.16023099999999998,-422.95976500000006,-422.95231900000005,-422.951375,-422.99168899999995,29.677,-1820.0729117571,-1832.2873744421,-1842.95628246,-1690.594587224
111160,gdb_111161,4.14727,1.0830600000000001,0.9903200000000001,2.6238,77.34,-0.2312,0.0823,0.3135,1261.2417,0.15753399999999998,-422.912016,-422.90361900000005,-422.902675,-422.94520700000004,31.881,-1790.1099845160998,-1801.727686142,-1812.39659416,-1661.426713886
111200,gdb_111201,4.94833,0.93127,0.9028200000000001,3.5404,75.29,-0.2382,0.0138,0.2519,1325.9343,0.146741,-439.018632,-439.01020300000005,-439.009259,-439.052182,30.793000000000003,-1708.4083127160998,-1719.116753801,-1729.1926658139998,-1586.3276917841001
111240,gdb_111241,3.3966,1.2122,1.12238,1.3472,78.45,-0.2481,0.0874,0.3355,1185.5406,0.18404500000000001,-424.20036699999997,-424.192159,-424.19121500000006,-424.23308099999997,31.758000000000003,-1970.7102122610997,-1984.223618576,-1996.078518604,-1828.3566580661
111280,gdb_111281,2.59337,1.2684,1.0087,2.7433,81.68,-0.2352,0.0694,0.3045,1277.4793,0.193416,-404.305877,-404.296175,-404.295231,-404.340046,36.741,-2024.6477483560998,-2038.1122089691,-2050.560105002,-1876.4696556229999
111320,gdb_111321,2.29886,1.4594200000000002,1.21289,2.2056,78.81,-0.2427,0.0751,0.3178,1168.6148,0.179588,-424.179533,-424.16987400000005,-424.16893,-424.21375300000005,35.937,-1957.636689755,-1970.239580511,-1982.094480539,-1816.2281641141
111360,gdb_111361,2.07527,1.6416,1.10046,1.7077,84.01,-0.2333,0.0289,0.2622,1175.6115,0.17008199999999998,-365.932913,-365.923928,-365.922984,-365.966473,34.35,-1927.6279543570001,-1939.7658609441,-1951.0277649670002,-1792.6946940870998
111400,gdb_111401,2.14805,1.52452,1.0917,3.443,74.96,-0.24600000000000002,-0.0237,0.2223,1154.4003,0.15822999999999998,-422.99366,-422.984713,-422.98376900000005,-423.02807199999995,32.814,-1841.3423293120002,-1852.6149009880999,-1863.283809006,-1713.4252471710001
111440,gdb_111441,3.06671,1.5565,1.23729,3.793,67.21,-0.2511,0.0432,0.2944,1028.4561,0.135297,-458.897674,-458.889995,-458.889051,-458.930274,28.823,-1644.7770175891,-1655.06753768,-1664.5504536880999,-1528.83782724
111480,gdb_111481,2.7985700000000002,1.43387,1.0695700000000001,3.7495,74.31,-0.2503,-0.0309,0.2193,1140.601,0.16031099999999998,-423.044803,-423.036776,-423.035832,-423.077481,31.393,-1873.4350220991,-1885.2849020551,-1895.9538100729999,-1744.429839352
111520,gdb_111521,4.73722,0.9015299999999999,0.85488,2.2139,84.17,-0.2216,0.0712,0.2928,1446.5466,0.182918,-383.198106,-383.189391,-383.188447,-383.231573,33.518,-1945.0921573360001,-1958.2874165881,-1970.142316616,-1803.1069509241001
111560,gdb_111561,3.14604,1.40094,1.1898799999999998,1.6718,80.82,-0.2349,0.0781,0.313,1130.4918,0.184572,-387.0486,-387.041021,-387.040076,-387.080828,30.684,-2012.1509066211,-2026.0596436060998,-2037.913916125,-1869.7484067241
111600,gdb_111601,3.6368699999999996,1.30372,1.24387,2.6647,77.79,-0.2362,0.0785,0.3148,1086.3117,0.17416099999999998,-403.08755099999996,-403.080317,-403.079373,-403.11930099999995,29.594,-1887.9888383361,-1901.2248856731,-1912.486789696,-1751.6637631039998
111640,gdb_111641,2.62768,1.3944,1.2754299999999998,1.9843,78.36,-0.2442,0.0302,0.2744,1119.1819,0.172701,-403.148022,-403.139673,-403.13872799999996,-403.181375,31.616,-1925.9349350751002,-1938.4713098770999,-1949.732586391,-1790.6157567701
111680,gdb_111681,2.43015,1.37358,1.2640200000000001,2.8743,76.99,-0.23800000000000002,0.0711,0.3092,1139.8013,0.183843,-424.204649,-424.195881,-424.19493700000004,-424.23843600000004,33.48,-1973.3972057991,-1986.559207074,-1998.4141071020001,-1831.716968761
111720,gdb_111721,2.23347,1.4948299999999999,1.08219,2.0362,76.69,-0.2334,0.025,0.2584,1153.1925,0.133456,-421.72724800000003,-421.718439,-421.71749500000004,-421.760869,32.428000000000004,-1674.5090215179998,-1684.0910839481,-1693.573999956,-1559.46654153
111760,gdb_111761,3.31659,1.04151,0.93968,2.0097,81.95,-0.2301,0.0793,0.3094,1363.0714,0.194313,-404.303807,-404.294359,-404.293415,-404.338173,35.681999999999995,-2023.348804726,-2036.972652625,-2049.420548658,-1875.294331266
